1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
455,0,0,236,295,0,8,166.56,0,0,0,0.82,9,3,20,0,149096,0,2706.08,0,0,60102,40,96,-9906.44,900,0,0,4,0,95565,316,0,0,0,0,151632,92,0,0,0,41,25,22,0,2,4156,1619,1740,1,26,2,7,10,1,5,0,33,1544,4508,2,12,1482,4,4168,1,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,7,536,128,160,0,80,189.28,0,0,0,2.07,18,3,100,0,0,6,5313.81,0,0,28677,0,0,-246310.4,540,0,3510,-2,32,81635,44878,635,0,0,0,155064,44,0,0,14,294,25,22,0,20,1586,440,3605,1,5,1,7,10,1,5,0,33,1418,2198,2,12,2083,4,3950,1,17,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1834,7,2354.41,172,230,2,56,233.44,0,4128679.23,0,4.67,9,3,8,35,2387451.14,0,138175.63,20,4,33300,40,48,-2274788,810,72,49576.66,4,0,3868877.47,470888.56,2020,0,18,63329,10506205.68,32,304846.02,0,0,109,25,22,3,123,2055,1651,3322,1,10,2,0,4,1,5,0,33,1544,6751,2,0,726,4,3753,0,19,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
833,7,580,156,195,8,48,253.52,0,6050220,0,6.04,18,6,118,0,2066192,0,216878.7,15,2,49833,64,56,1642.72,555,96,13896,-28,0,2014065,755726,400,0,18,298991,9290000,12,225408,0,0,266,0,22,0,178,2181,236,3795,1,87,1,12,10,1,5,0,44,788,3528,1,12,2087,4,791,2,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,7,504,152,190,2,48,220.08,0,3233840.6,0,6.23,9,3,6,14,1382400,0,101133.47,15,4,43634.31,40,40,-2042680,630,48,12690,4,0,2697862.45,345600,465,0,18,78663.1,10236722.98,26,251249.62,0,0,92,25,22,0,88,359,978,1706,1,79,2,0,10,1,5,0,33,1305,10435,1,12,1668,4,2222,1,14,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,0,912,52,65,0,8,166.56,0,0,0,2.05,36,3,66,0,45944,0,4291.47,0,2,53396.53,24,72,3875.14,110,0,16047,-30,0,3470,3122,0,0,9,0,33200,4,1812,0,0,241,25,22,0,188,245,2453,2734,1,12,0,11,10,1,5,0,44,788,3788,2,12,3635,4,4093,1,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,140,175,4,48,253.52,0,5209164,0,2.34,9,3,16,0,2534456,0,173531.1,15,0,11937,32,32,-119304.4,490,72,0,4,0,2951825,950412,0,0,9,1108835,9952720,20,0,0,0,210,25,22,0,3,2842,859,4817,3,88,3,21,10,2,5,0,33,74,2754,1,12,3170,4,1968,1,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,44,55,2,8,253.52,0,7686420,0,0.02,18,3,18,0,2695184,0,225204.6,0,2,6903,8,16,11230.28,500,18,0,-6,0,3916645,125488,0,0,0,864521,9861040,8,7326,0,0,28,25,22,0,203,1159,810,1180,1,40,2,7,10,1,5,0,33,751,11055,1,12,2335,4,2878,1,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,7,1472,0,0,2,0,206.72,0,0,0,1.74,9,3,132,56,0,0,130902.3,0,0,3975,56,0,0,0,0,164124,-8,0,0,0,745,0,36,147409.17,0,0,0,0,0,39,0,22,0,211,2991,2693,1672,1,3,1,4,4,1,5,0,27,551,10911,2,12,350,6,2751,4,12,3,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
833,7,192,20,25,0,8,186.64,0,12895620,0,6.37,9,3,82,0,0,0,168125.7,0,0,0,0,0,3487,265,24,32049,6,0,0,1139260,1535,0,18,0,10875600,0,0,0,0,98,25,22,0,29,3268,3125,1036,1,96,2,19,4,1,5,0,65,247,6102,2,12,1508,2,1940,1,18,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,144,180,2,80,166.56,0,3198330,0,4.29,18,3,28,0,1062240,3,133165.5,30,4,3669,48,16,122668,730,48,0,4,8,2490400,1619454,0,0,9,604800,10347400,16,1036800,0,0,336,25,22,0,196,2176,3480,3997,1,24,2,2,10,1,5,0,33,1544,4592,2,12,2962,4,2983,1,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,76,95,2,96,33.44,0,0,0,2.01,9,6,20,0,21944,0,2249.17,0,6,27881.51,32,24,-826836,310,0,0,2,0,1215,24374,0,0,0,6944,71952,2,16890,0,0,14,25,22,0,178,3353,3913,4302,1,32,2,7,10,1,5,0,44,788,13785,1,0,1533,4,3031,0,15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,20,25,4,0,232.32,0,0,0,1.67,9,3,18,0,4838400,0,579249,5,4,67870.04,24,8,-40490.4,105,0,0,-8,0,105330,0,0,0,0,8467200,9277680,2,7257600,0,0,241,25,22,0,18,2632,3900,2232,1,12,2,7,10,1,5,1,33,1370,5504,1,0,3013,4,3397,0,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,156,195,0,40,20.08,0,5371110,0,6.24,9,3,14,0,691200,0,192320.7,40,2,4728,32,8,112395.6,195,78,0,-10,0,3284585,353476,0,0,0,0,10000680,22,137100,0,0,312,25,22,0,84,1708,1958,382,1,94,2,7,10,1,5,0,33,183,6935,1,12,3526,4,1959,1,20,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,7,1464,144,180,4,64,166.56,0,7509120,0,5.96,9,3,90,63,317520,0,146860.8,15,6,17672.02,32,16,11254.72,700,42,5571,4,0,2777395,5970,1945,0,18,1172381,9293040,26,1005186,0,0,222,25,22,0,207,1228,2444,612,1,41,2,18,10,1,5,0,33,895,610,2,12,3329,4,2073,1,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,160,200,2,40,193.36,0,0,0,2.39,9,3,20,0,3237056,0,91741.8,0,4,34902,40,72,106455.6,620,0,0,-26,0,5218000,91444,0,0,9,154441,6086560,48,166146,0,0,116,25,22,0,18,2546,2285,2051,1,83,1,21,10,1,5,0,33,1544,9700,1,0,2440,4,3297,0,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0,148,185,6,120,220.08,0,0,0,5.81,9,3,20,0,298176,0,34168.5,0,12,61125,24,24,-454860,665,0,0,4,0,510245,93302,0,0,9,262591,839424,26,143304,0,0,150,25,22,0,94,4016,806,3563,1,44,2,21,10,1,5,0,33,1544,12504,2,12,2060,4,4223,1,18,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,7,2920,312,390,2,72,223.52,0,7451280,0,2.2,9,3,40,0,1821592,0,50825.1,30,4,9711,40,56,202942,2025,168,21456,-12,0,1703555,506970,160,0,9,475972,10391440,52,1036800,0,0,326,5,22,0,222,207,2370,181,1,92,2,21,4,1,5,0,65,418,4718,2,12,3602,2,1952,1,4,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
966,7,2000,112,140,2,16,266.88,0,3083250,0,6.59,9,3,38,560,2764800,0,173733,15,2,1452,32,32,-58171.6,435,36,16299,-22,0,5075300,60988,4935,0,18,39459,8679480,24,33822,0,0,82,25,22,0,173,129,765,94,1,90,2,21,10,1,5,1,33,1489,6674,1,12,1363,4,643,4,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,104,130,2,24,208.88,25,4429248,0,2.5,9,3,12,0,0,9,107642.4,10,2,5403,16,0,-515212,130,54,0,-12,64,64130,5438,0,0,0,44436,3731604,22,38088,0,0,31,25,22,0,130,560,1266,5126,1,46,2,7,10,1,5,1,33,118,8268,1,19,257,4,969,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,383.6,0,0,0,4.85,9,3,12,0,0,0,0,0,0,26699.03,64,0,-1280812,0,0,0,-12,0,0,0,0,0,0,154315.44,0,0,0,0,0,351,25,22,0,178,2616,1292,644,1,37,2,7,10,1,5,1,33,1425,8474,1,12,2404,4,956,1,10,2,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2667,7,1996,544,680,16,328,186.64,0,23640,0,6.27,9,3,62,133,131416,0,2033.7,15,28,1590,256,288,-195985.2,1200,42,23319,-8,0,66730,32230,8130,0,0,31248,244848,70,53124,0,0,31,25,22,0,178,1453,1171,1937,1,50,1,7,5,1,5,0,18,1550,7275,2,12,1977,3,703,1,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
609,0,0,124,155,0,8,186.64,0,5184000,0,3.62,9,3,28,0,2764800,0,208042.5,25,0,26850,32,32,69604.4,480,60,0,4,0,4752010,66982,0,0,18,0,10501960,22,0,0,0,243,25,22,0,205,733,2657,2990,1,76,3,7,10,1,5,0,33,1544,10033,1,12,1898,4,3287,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,7,220,416,520,2,128,336.08,0,4295034,0,5.24,9,3,32,14,2883240,0,130563.6,55,0,47952,40,80,143847.2,1060,210,4014,6,0,5962300,177790,1020,0,0,95032,10651400,64,0,0,0,217,25,22,0,124,4260,810,3539,1,31,2,7,10,1,5,0,33,1305,12250,2,12,1748,4,3388,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,7,580,252,315,6,40,303.68,0,7540740,0,4.04,9,3,46,273,2391816,0,180716.4,65,4,141672,152,88,626656,915,114,108549,-26,0,3371570,7792,670,0,0,1400077,10619680,26,79974,0,0,18,25,22,0,29,2746,1603,1036,1,96,2,7,10,1,5,0,33,1305,13809,2,19,1152,4,3725,1,18,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,7,2380,416,520,6,224,286.96,0,58620,0,6.17,9,3,84,889,1861584,0,32563.5,15,6,14747.2,56,128,-623100,1480,42,5472,60,0,2123330,413846,1565,0,0,855589,3754816,94,359238,0,0,185,25,22,0,216,1491,2489,2592,1,79,1,18,10,1,5,0,33,1418,6559,1,12,1041,4,2834,1,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,7,536,1040,1300,20,472,166.56,0,16200,0,0.53,9,3,78,357,261456,0,1211.25,0,66,0,232,392,52534,3045,24,558,4,0,302785,67284,425,0,18,46648,626192,230,161802,0,0,136,25,22,0,114,2593,156,3095,1,36,1,12,10,1,5,0,44,788,6756,1,12,577,4,661,1,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,7,24,152,190,2,64,200,0,848114.49,0,2.61,9,3,10,0,782533.06,0,65660.77,5,4,37044.74,32,48,-777892,565,24,2709,-14,0,1234737.9,222872.02,40,0,0,25504.52,6117460.59,26,163138.66,0,0,143,25,22,0,18,2466,44,5653,1,3,2,0,7,1,5,1,33,420,10980,1,12,3962,5,1574,1,12,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
224,7,4304,136,170,0,184,200,0,52380,9,6.92,27,3,64,2296,19296,0,17002.29,0,0,1131558,0,8,96358.8,480,18,3969,40,8,508720,589484,19565,0,0,0,1630512,14,0,0,0,217,25,22,0,178,2305,1782,328,1,31,2,7,10,1,5,0,33,1548,12392,2,12,254,4,2270,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,7,404,220,275,6,104,166.56,0,8130,0,4.67,9,3,104,252,140264,12,3602.76,0,6,3576,24,120,1754.43,840,6,165150,4,40,158565,67490,4455,0,0,69937,356672,46,28932,0,7,218,16,22,0,222,1943,4967,2751,1,93,2,7,10,1,5,0,60,569,9883,1,12,2282,4,11,1,22,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,7,4644,864,1080,14,448,233.44,0,3742578,0,4.02,9,3,136,56,911104,0,33900.9,50,38,2052,160,216,204121.2,1755,204,3627,-30,0,2132245,1109124,625,0,18,189077,8921360,140,1389702,0,0,342,42,22,0,12,2991,2653,144,1,47,2,16,4,1,5,0,44,788,4049,2,12,350,4,2751,4,13,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,7,268,172,215,0,72,286.96,0,6945000,0,4.92,9,3,32,168,1628376,0,162667.5,10,6,6060,32,24,160710.4,570,120,56016,6,0,946370,1236504,275,0,0,0,10402280,12,1555200,0,0,128,25,22,0,18,2820,566,3825,1,12,1,7,10,1,5,0,33,1305,13128,2,12,3514,4,1888,1,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,21,624,216,270,4,16,286.96,0,5397774,0,5.74,27,9,40,238,1476016,0,152010.6,25,4,324552,40,120,528788,845,90,21213,-26,0,4415285,122156,6835,0,18,632366,10303640,30,950448,0,0,354,25,22,0,28,1841,3019,3405,1,90,2,19,10,1,5,0,33,1548,10808,2,12,959,4,3885,1,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,7,64,132,145,2,32,166.56,0,0,0,0.55,9,3,10,0,24085.18,0,18254.09,0,2,34902.04,32,24,217257.6,520,0,2907,-14,0,48783.78,24128.53,45,0,9,13804.24,153257.63,12,13481.71,0,0,136,25,22,0,114,4069,3497,4656,1,36,3,0,10,1,5,0,33,751,1341,1,12,2183,4,3863,1,12,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
315,0,0,168,210,2,72,340.8,0,5227338,0,5.07,9,3,20,0,1345304,0,154225.8,20,6,12495.91,40,40,30154.28,805,66,0,4,0,3671210,703202,0,0,18,554414,10361160,20,1016886,0,0,334,25,22,0,178,3479,3913,4245,1,28,2,7,10,1,5,0,33,1028,7377,1,0,826,4,2178,0,22,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,7,296,136,180,2,48,215.6,0,1150170.93,0,3.63,9,3,8,7,708684.72,0,49748.23,10,4,32081.29,40,40,-1517268,530,30,15307.67,-16,0,1221444.45,193380.72,250,0,9,59842.5,7040035.49,22,161270.94,0,0,8,25,22,0,110,2740,3164,3467,1,2,2,0,10,1,5,1,33,175,3840,2,12,973,4,481,1,7,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1099,7,684,148,195,2,48,220.08,0,3768656.53,0,6.81,9,3,6,14,1434617.97,0,123557.75,15,4,40369.76,40,40,-2293096,620,48,14679,-18,0,2840783.45,334193.36,505,0,18,73492.84,10331325.2,26,264148.23,0,0,58,25,22,0,3,2502,2517,833,3,18,1,0,10,2,5,1,33,95,3309,2,12,3423,4,2546,1,17,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
322,0,0,24,30,0,0,236.48,0,0,0,3.76,9,3,22,0,9676800,0,249980.4,5,2,6861,24,16,-51789.2,235,0,0,4,0,1549745,0,0,0,9,0,8260800,4,3273600,0,0,93,25,22,0,139,2843,1446,252,1,77,0,21,10,1,5,0,33,499,1248,2,12,719,4,2803,1,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,7,260,136,185,2,56,226.8,0,1779029.28,0,0.56,9,3,10,7,907157.06,0,48857.27,10,4,39810,40,40,-710752,535,30,13371.5,-30,0,1462818.21,245906.72,285,0,9,64717.14,8602726.16,24,168774.83,0,0,130,25,22,0,178,4261,4714,2761,1,10,3,0,10,1,5,0,33,1772,6091,2,12,3053,4,2096,1,19,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
273,7,200,84,105,0,104,133.12,0,39456,0,5.78,9,3,154,7,2704,0,11141.34,0,0,70241.76,0,8,7451.44,235,30,210717,-10,0,14555,26952,775,0,18,0,93204,4,0,0,0,123,0,22,0,222,2061,1441,3078,1,78,3,12,10,1,5,0,44,858,11104,2,12,2266,4,3200,1,15,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
553,7,888,132,165,0,0,266.88,0,11155080,0,1.97,18,3,26,56,0,0,193150.2,40,2,36441.07,32,0,126842,495,132,23148.48,-20,0,320150,0,965,0,9,0,10470560,4,19350,0,0,38,25,22,0,32,2824,5071,5047,1,1,3,21,10,1,5,1,33,1305,3748,1,12,343,4,2669,1,8,2,8,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1532.12,7,2308,152,175,2,32,200,0,2433693.24,0,4.78,9,3,4,42,1210903.54,0,72680.24,15,4,48982.63,48,32,-3441076,680,42,40588.34,-20,0,1833443.38,200704.27,1375,0,18,83265.04,9820637.89,22,165595.69,0,0,316,25,22,0,3,789,4419,1306,2,83,2,0,10,1,5,1,33,118,5258,1,0,2625,4,668,0,7,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
728,7,596,160,200,0,40,340.24,5,6750660,0,3.38,9,3,30,21,1686488,3,205770.6,30,0,22965,40,32,151509.6,565,96,2007,-20,16,2453075,603126,1655,0,18,0,10550480,18,0,0,0,281,44,22,0,74,463,2994,5136,1,93,2,21,4,1,5,1,33,413,10668,1,12,605,4,2131,1,22,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28231,14,0,5964,7455,36,3704,233.44,0,7615140,0,0.53,18,3,64,0,226336,0,6214.68,445,6,11784,168,136,666072,14750,1680,144,40,0,1392445,955854,135,0,9,15155,9981840,1278,520200,0,0,21,44,6,0,164,1802,97,927,1,5,2,9,9,1,5,0,25,692,4805,2,12,2089,6,665,2,17,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,14,1496,388,485,10,360,233.44,0,6528,0,6.34,18,6,148,28,903096,0,6596.85,25,18,27168,104,120,-181467.6,1810,18,62136,42,0,389935,321674,1045,0,9,693854,1713320,40,421674,0,0,190,0,22,0,134,1008,3928,3667,1,69,2,15,10,1,5,0,60,307,1201,1,12,84,4,2328,1,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,14,336,320,400,0,112,98.08,30,5183412,0,5.62,18,6,64,7,1000688,3,42798.9,30,6,288633,40,72,47480.8,1250,114,5760,-30,56,2588345,350764,2595,0,9,0,8575640,58,526704,0,0,342,25,22,0,4,3076,546,2952,1,77,2,2,10,1,5,0,33,1548,10092,2,12,3056,4,1806,1,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,7,1844,156,195,2,0,240.16,0,10942200,0,3.12,9,3,14,21,1074824,0,207006.3,40,0,39122.36,40,24,406412,200,132,29855.5,0,8,122145,0,1265,0,0,91238,10694720,12,0,0,7,270,25,22,0,0,563,1048,2959,0,57,3,7,10,0,5,0,33,1544,13782,1,0,1069,4,2060,0,7,2,4,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
434,7,392,92,115,4,104,166.56,0,0,0,3.46,45,3,172,14,176904,0,8135.04,0,4,35265.53,24,16,-24104.44,340,0,1503,-30,0,203455,69320,20,0,18,33761,416484,12,39942,0,0,80,0,22,0,3,4020,3808,4780,3,37,1,15,10,2,5,0,44,788,38,1,12,2025,4,874,1,10,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,80,100,2,16,253.52,25,9689880,0,3.18,9,3,16,0,1417248,0,381984,5,0,51309,16,72,153041.6,110,30,0,4,56,1784275,82472,0,6,0,1138760,11180120,6,0,0,7,265,25,22,0,187,2268,913,1788,1,35,2,7,10,1,5,0,33,1544,11758,1,12,738,4,589,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,14,600,168,210,2,64,338,0,5101770,0,6.3,36,6,106,42,1442552,0,151413.6,30,4,73632,40,32,14231.44,585,72,26667,-28,0,2769455,1141168,775,0,18,116802,10722560,20,115332,0,0,150,25,22,0,3,328,363,3187,2,87,2,18,10,1,5,0,33,895,0,0,12,2230,4,785,1,18,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,7,192,152,195,2,56,220.08,0,3288193.05,0,2.41,9,3,8,7,1432762.7,0,132863.47,15,4,43278.99,32,40,-1495900,615,48,7002,4,0,2772117.21,341044.77,220,0,18,46344.97,10247086,26,223516.01,0,0,4,5,22,0,102,2435,3774,1902,1,25,2,0,8,1,5,0,15,1357,221,2,0,3048,6,2151,0,20,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
896,7,136,140,175,2,48,196.64,0,518400,0,6.5,9,3,10,0,691200,0,62939.55,5,4,35852.26,40,32,-517792,555,24,9558,6,0,1126524.13,185267.54,135,0,9,24648.05,5076707.25,22,120790.21,0,0,220,25,22,0,175,2055,3706,4619,1,43,0,0,4,1,5,1,33,118,6532,1,12,726,4,3753,1,7,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,0,0,124,155,0,0,233.44,0,10812720,0,4.57,9,3,24,0,0,0,231170.4,45,0,55866.34,32,0,203959.6,500,126,0,4,0,79460,0,0,0,9,0,10382440,2,0,0,0,184,25,22,0,74,2380,1644,4607,1,43,1,21,10,1,5,0,33,1544,8596,1,12,3086,4,666,1,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,7,388,28,35,0,8,265.76,0,5335176,0,3.34,9,3,126,7,0,0,101383.8,15,0,66113.63,8,0,65449.6,305,12,23175,-10,0,1546075,306,575,0,27,0,10417160,2,0,0,0,338,0,22,0,74,1802,4897,5512,1,43,2,12,9,1,5,0,27,1733,3835,1,12,2089,6,665,4,7,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1309,7,2676,140,175,2,40,300.32,0,3278814,9,6.41,9,3,118,49,1900872,0,100830,35,0,106500,40,24,182562.8,545,42,40149,4,8,4752750,729826,170,0,36,554421,10371520,26,0,0,0,201,0,22,0,114,2499,4194,1300,1,88,1,14,10,1,5,0,44,788,9005,1,12,2016,4,2237,1,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3311,7,628,400,500,8,176,232.24,0,2094,0,2.96,9,3,62,7,1825368,0,18891.72,10,22,548073,88,152,34353.72,1830,12,35991,-32,0,1826910,614354,345,0,0,917441,4213200,88,881496,0,0,342,25,22,0,12,4179,740,2410,1,47,1,7,10,1,5,1,33,713,12663,1,12,3039,4,1487,1,13,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
